"location_id","country","latitude","longitude","year"
151,"Turkey","38.963745","35.243322",502
204,"Italy","41.87194","12.56738",537
231,"United Kingdom","55.378051","-3.435973",537
204,"Italy","41.87194","12.56738",539
204,"Italy","41.87194","12.56738",541
204,"Italy","41.87194","12.56738",542
204,"Italy","41.87194","12.56738",543
204,"Italy","41.87194","12.56738",544
202,"Greece","39.074208","21.824312",541
202,"Greece","39.074208","21.824312",542
202,"Greece","39.074208","21.824312",543
202,"Greece","39.074208","21.824312",544
151,"Turkey","38.963745","35.243322",541
151,"Turkey","38.963745","35.243322",542
151,"Turkey","38.963745","35.243322",543
151,"Turkey","38.963745","35.243322",544
151,"Turkey","38.963745","35.243322",547
168,"Syria","34.802075","38.996815",541
168,"Syria","34.802075","38.996815",542
168,"Syria","34.802075","38.996815",543
168,"Syria","34.802075","38.996815",544
210,"Spain","40.463667","-3.74922",541
210,"Spain","40.463667","-3.74922",542
210,"Spain","40.463667","-3.74922",543
210,"Spain","40.463667","-3.74922",544
209,"Portugal","39.399872","-8.224454",541
209,"Portugal","39.399872","-8.224454",542
209,"Portugal","39.399872","-8.224454",543
209,"Portugal","39.399872","-8.224454",544
26,"Morocco","31.791702","-7.09262",541
26,"Morocco","31.791702","-7.09262",542
26,"Morocco","31.791702","-7.09262",543
26,"Morocco","31.791702","-7.09262",544
23,"Tunisia","33.886917","9.537499",541
23,"Tunisia","33.886917","9.537499",542
23,"Tunisia","33.886917","9.537499",543
23,"Tunisia","33.886917","9.537499",544
22,"Libya","26.3351","17.228331",541
22,"Libya","26.3351","17.228331",542
22,"Libya","26.3351","17.228331",543
22,"Libya","26.3351","17.228331",544
25,"Algeria","28.033886","1.659626",541
25,"Algeria","28.033886","1.659626",542
25,"Algeria","28.033886","1.659626",543
25,"Algeria","28.033886","1.659626",544
24,"Egypt","26.820553","30.802498",541
24,"Egypt","26.820553","30.802498",542
24,"Egypt","26.820553","30.802498",543
24,"Egypt","26.820553","30.802498",544
179,"Serbia","44.016521","21.005859",541
179,"Serbia","44.016521","21.005859",542
179,"Serbia","44.016521","21.005859",543
179,"Serbia","44.016521","21.005859",544
204,"Italy","41.87194","12.56738",541
204,"Italy","41.87194","12.56738",542
204,"Italy","41.87194","12.56738",543
204,"Italy","41.87194","12.56738",544
202,"Greece","39.074208","21.824312",541
202,"Greece","39.074208","21.824312",542
202,"Greece","39.074208","21.824312",543
202,"Greece","39.074208","21.824312",544
151,"Turkey","38.963745","35.243322",541
151,"Turkey","38.963745","35.243322",542
151,"Turkey","38.963745","35.243322",543
151,"Turkey","38.963745","35.243322",544
168,"Syria","34.802075","38.996815",541
170,"Lebanon","33.854721","35.862285",547
168,"Syria","34.802075","38.996815",542
168,"Syria","34.802075","38.996815",543
168,"Syria","34.802075","38.996815",544
210,"Spain","40.463667","-3.74922",541
210,"Spain","40.463667","-3.74922",542
210,"Spain","40.463667","-3.74922",543
210,"Spain","40.463667","-3.74922",544
209,"Portugal","39.399872","-8.224454",541
209,"Portugal","39.399872","-8.224454",542
209,"Portugal","39.399872","-8.224454",543
209,"Portugal","39.399872","-8.224454",544
26,"Morocco","31.791702","-7.09262",541
26,"Morocco","31.791702","-7.09262",542
26,"Morocco","31.791702","-7.09262",543
26,"Morocco","31.791702","-7.09262",544
23,"Tunisia","33.886917","9.537499",541
23,"Tunisia","33.886917","9.537499",542
23,"Tunisia","33.886917","9.537499",543
23,"Tunisia","33.886917","9.537499",544
22,"Libya","26.3351","17.228331",541
22,"Libya","26.3351","17.228331",542
22,"Libya","26.3351","17.228331",543
22,"Libya","26.3351","17.228331",544
25,"Algeria","28.033886","1.659626",541
25,"Algeria","28.033886","1.659626",542
25,"Algeria","28.033886","1.659626",543
25,"Algeria","28.033886","1.659626",544
24,"Egypt","26.820553","30.802498",541
24,"Egypt","26.820553","30.802498",542
24,"Egypt","26.820553","30.802498",543
24,"Egypt","26.820553","30.802498",544
179,"Serbia","44.016521","21.005859",541
179,"Serbia","44.016521","21.005859",542
179,"Serbia","44.016521","21.005859",543
179,"Serbia","44.016521","21.005859",544
223,"France","46.227638","2.213749",543
230,"Ireland","53.41291","-8.24389",547
231,"United Kingdom","55.378051","-3.435973",547
22,"Libya","26.3351","17.228331",547
23,"Tunisia","33.886917","9.537499",547
24,"Egypt","26.820553","30.802498",547
25,"Algeria","28.033886","1.659626",547
26,"Morocco","31.791702","-7.09262",547
209,"Portugal","39.399872","-8.224454",547
210,"Spain","40.463667","-3.74922",547
167,"Israel","31.046051","34.851612",547
168,"Syria","34.802075","38.996815",547
221,"Austria","47.516231","14.550072",547
222,"Belgium","50.503887","4.469936",547
223,"France","46.227638","2.213749",547
224,"Germany","51.165691","10.451526",547
202,"Greece","39.074208","21.824312",547
193,"Croatia","45.1","15.2",547
204,"Italy","41.87194","12.56738",547
230,"Ireland","53.41291","-8.24389",550
204,"Italy","41.87194","12.56738",554
151,"Turkey","38.963745","35.243322",557
204,"Italy","41.87194","12.56738",561
204,"Italy","41.87194","12.56738",562
169,"Iran","32.427908","53.688046",561
169,"Iran","32.427908","53.688046",562
168,"Syria","34.802075","38.996815",561
168,"Syria","34.802075","38.996815",562
161,"Kuwait","29.31166","47.481766",561
161,"Kuwait","29.31166","47.481766",562
151,"Turkey","38.963745","35.243322",561
151,"Turkey","38.963745","35.243322",562
204,"Italy","41.87194","12.56738",565
204,"Italy","41.87194","12.56738",566
204,"Italy","41.87194","12.56738",567
204,"Italy","41.87194","12.56738",568
204,"Italy","41.87194","12.56738",569
204,"Italy","41.87194","12.56738",570
204,"Italy","41.87194","12.56738",571
223,"France","46.227638","2.213749",569
223,"France","46.227638","2.213749",570
223,"France","46.227638","2.213749",571
222,"Belgium","50.503887","4.469936",569
222,"Belgium","50.503887","4.469936",570
222,"Belgium","50.503887","4.469936",571
224,"Germany","51.165691","10.451526",569
224,"Germany","51.165691","10.451526",570
224,"Germany","51.165691","10.451526",571
24,"Egypt","26.820553","30.802498",573
24,"Egypt","26.820553","30.802498",574
230,"Ireland","53.41291","-8.24389",574
231,"United Kingdom","55.378051","-3.435973",574
222,"Belgium","50.503887","4.469936",580
223,"France","46.227638","2.213749",580
224,"Germany","51.165691","10.451526",580
204,"Italy","41.87194","12.56738",580
222,"Belgium","50.503887","4.469936",582
223,"France","46.227638","2.213749",582
224,"Germany","51.165691","10.451526",582
204,"Italy","41.87194","12.56738",582
222,"Belgium","50.503887","4.469936",584
223,"France","46.227638","2.213749",584
224,"Germany","51.165691","10.451526",584
204,"Italy","41.87194","12.56738",584
151,"Turkey","38.963745","35.243322",586
210,"Spain","40.463667","-3.74922",588
222,"Belgium","50.503887","4.469936",588
223,"France","46.227638","2.213749",588
224,"Germany","51.165691","10.451526",588
204,"Italy","41.87194","12.56738",588
223,"France","46.227638","2.213749",589
204,"Italy","41.87194","12.56738",589
204,"Italy","41.87194","12.56738",590
204,"Italy","41.87194","12.56738",591
223,"France","46.227638","2.213749",590
223,"France","46.227638","2.213749",591
168,"Syria","34.802075","38.996815",592
202,"Greece","39.074208","21.824312",597
151,"Turkey","38.963745","35.243322",598
178,"Bulgaria","42.733883","25.48583",598
204,"Italy","41.87194","12.56738",599
204,"Italy","41.87194","12.56738",600
151,"Turkey","38.963745","35.243322",599
151,"Turkey","38.963745","35.243322",600
168,"Syria","34.802075","38.996815",599
168,"Syria","34.802075","38.996815",600
22,"Libya","26.3351","17.228331",599
23,"Tunisia","33.886917","9.537499",599
24,"Egypt","26.820553","30.802498",599
25,"Algeria","28.033886","1.659626",599
26,"Morocco","31.791702","-7.09262",599
27,"Sudan","12.862807","30.217636",599
22,"Libya","26.3351","17.228331",600
23,"Tunisia","33.886917","9.537499",600
24,"Egypt","26.820553","30.802498",600
25,"Algeria","28.033886","1.659626",600
26,"Morocco","31.791702","-7.09262",600
27,"Sudan","12.862807","30.217636",600
124,"China","35.86166","104.195397",610
168,"Syria","34.802075","38.996815",639
231,"United Kingdom","55.378051","-3.435973",664
231,"United Kingdom","55.378051","-3.435973",664
204,"Italy","41.87194","12.56738",680
167,"Israel","31.046051","34.851612",746
170,"Lebanon","33.854721","35.862285",746
204,"Italy","41.87194","12.56738",746
202,"Greece","39.074208","21.824312",746
22,"Libya","26.3351","17.228331",746
23,"Tunisia","33.886917","9.537499",746
24,"Egypt","26.820553","30.802498",746
25,"Algeria","28.033886","1.659626",746
26,"Morocco","31.791702","-7.09262",746
27,"Sudan","12.862807","30.217636",746
168,"Syria","34.802075","38.996815",746
124,"China","35.86166","104.195397",762
