"location_id","country","capitallongitude","capitallatitude","year"
151,"Turkey","32.866667","39.93333333333333",446
231,"United Kingdom","-0.083333","51.5",446
151,"Turkey","32.866667","39.93333333333333",447
151,"Turkey","32.866667","39.93333333333333",451
151,"Turkey","32.866667","39.93333333333333",452
151,"Turkey","32.866667","39.93333333333333",453
151,"Turkey","32.866667","39.93333333333333",454
22,"Libya","13.166667","32.88333333333333",451
22,"Libya","13.166667","32.88333333333333",452
22,"Libya","13.166667","32.88333333333333",453
22,"Libya","13.166667","32.88333333333333",454
167,"Israel","35.233333","31.766666666666666",451
167,"Israel","35.233333","31.766666666666666",452
167,"Israel","35.233333","31.766666666666666",453
167,"Israel","35.233333","31.766666666666666",454
170,"Lebanon","35.500000","33.86666666666667",451
170,"Lebanon","35.500000","33.86666666666667",452
170,"Lebanon","35.500000","33.86666666666667",453
170,"Lebanon","35.500000","33.86666666666667",454
164,"Jordan","35.933333","31.95",451
164,"Jordan","35.933333","31.95",452
164,"Jordan","35.933333","31.95",453
164,"Jordan","35.933333","31.95",454
204,"Italy","12.483333","41.9",451
204,"Italy","12.483333","41.9",452
204,"Italy","12.483333","41.9",467
230,"Ireland","-6.233333","53.31666666666667",470
204,"Italy","12.483333","41.9",471
151,"Turkey","32.866667","39.93333333333333",494
151,"Turkey","32.866667","39.93333333333333",495
151,"Turkey","32.866667","39.93333333333333",496
151,"Turkey","32.866667","39.93333333333333",500
151,"Turkey","32.866667","39.93333333333333",501
151,"Turkey","32.866667","39.93333333333333",502
204,"Italy","12.483333","41.9",537
231,"United Kingdom","-0.083333","51.5",537
204,"Italy","12.483333","41.9",539
204,"Italy","12.483333","41.9",541
204,"Italy","12.483333","41.9",542
204,"Italy","12.483333","41.9",543
204,"Italy","12.483333","41.9",544
202,"Greece","23.733333","37.983333333333334",541
202,"Greece","23.733333","37.983333333333334",542
202,"Greece","23.733333","37.983333333333334",543
202,"Greece","23.733333","37.983333333333334",544
151,"Turkey","32.866667","39.93333333333333",541
151,"Turkey","32.866667","39.93333333333333",542
151,"Turkey","32.866667","39.93333333333333",543
151,"Turkey","32.866667","39.93333333333333",544
151,"Turkey","32.866667","39.93333333333333",547
168,"Syria","36.300000","33.5",541
168,"Syria","36.300000","33.5",542
168,"Syria","36.300000","33.5",543
168,"Syria","36.300000","33.5",544
210,"Spain","-3.683333","40.4",541
210,"Spain","-3.683333","40.4",542
210,"Spain","-3.683333","40.4",543
210,"Spain","-3.683333","40.4",544
209,"Portugal","-9.133333","38.71666666666667",541
209,"Portugal","-9.133333","38.71666666666667",542
209,"Portugal","-9.133333","38.71666666666667",543
209,"Portugal","-9.133333","38.71666666666667",544
26,"Morocco","-6.816667","34.016666666666666",541
26,"Morocco","-6.816667","34.016666666666666",542
26,"Morocco","-6.816667","34.016666666666666",543
26,"Morocco","-6.816667","34.016666666666666",544
23,"Tunisia","10.183333","36.8",541
23,"Tunisia","10.183333","36.8",542
23,"Tunisia","10.183333","36.8",543
23,"Tunisia","10.183333","36.8",544
22,"Libya","13.166667","32.88333333333333",541
22,"Libya","13.166667","32.88333333333333",542
22,"Libya","13.166667","32.88333333333333",543
22,"Libya","13.166667","32.88333333333333",544
25,"Algeria","3.050000","36.75",541
25,"Algeria","3.050000","36.75",542
25,"Algeria","3.050000","36.75",543
25,"Algeria","3.050000","36.75",544
24,"Egypt","31.250000","30.05",541
24,"Egypt","31.250000","30.05",542
24,"Egypt","31.250000","30.05",543
24,"Egypt","31.250000","30.05",544
179,"Serbia","20.500000","44.833333333333336",541
179,"Serbia","20.500000","44.833333333333336",542
179,"Serbia","20.500000","44.833333333333336",543
179,"Serbia","20.500000","44.833333333333336",544
204,"Italy","12.483333","41.9",541
204,"Italy","12.483333","41.9",542
204,"Italy","12.483333","41.9",543
204,"Italy","12.483333","41.9",544
202,"Greece","23.733333","37.983333333333334",541
202,"Greece","23.733333","37.983333333333334",542
202,"Greece","23.733333","37.983333333333334",543
202,"Greece","23.733333","37.983333333333334",544
151,"Turkey","32.866667","39.93333333333333",541
151,"Turkey","32.866667","39.93333333333333",542
151,"Turkey","32.866667","39.93333333333333",543
151,"Turkey","32.866667","39.93333333333333",544
168,"Syria","36.300000","33.5",541
170,"Lebanon","35.500000","33.86666666666667",547
168,"Syria","36.300000","33.5",542
168,"Syria","36.300000","33.5",543
168,"Syria","36.300000","33.5",544
210,"Spain","-3.683333","40.4",541
210,"Spain","-3.683333","40.4",542
210,"Spain","-3.683333","40.4",543
210,"Spain","-3.683333","40.4",544
209,"Portugal","-9.133333","38.71666666666667",541
209,"Portugal","-9.133333","38.71666666666667",542
209,"Portugal","-9.133333","38.71666666666667",543
209,"Portugal","-9.133333","38.71666666666667",544
26,"Morocco","-6.816667","34.016666666666666",541
26,"Morocco","-6.816667","34.016666666666666",542
26,"Morocco","-6.816667","34.016666666666666",543
26,"Morocco","-6.816667","34.016666666666666",544
23,"Tunisia","10.183333","36.8",541
23,"Tunisia","10.183333","36.8",542
23,"Tunisia","10.183333","36.8",543
23,"Tunisia","10.183333","36.8",544
22,"Libya","13.166667","32.88333333333333",541
22,"Libya","13.166667","32.88333333333333",542
22,"Libya","13.166667","32.88333333333333",543
22,"Libya","13.166667","32.88333333333333",544
25,"Algeria","3.050000","36.75",541
25,"Algeria","3.050000","36.75",542
25,"Algeria","3.050000","36.75",543
25,"Algeria","3.050000","36.75",544
24,"Egypt","31.250000","30.05",541
24,"Egypt","31.250000","30.05",542
24,"Egypt","31.250000","30.05",543
24,"Egypt","31.250000","30.05",544
179,"Serbia","20.500000","44.833333333333336",541
179,"Serbia","20.500000","44.833333333333336",542
179,"Serbia","20.500000","44.833333333333336",543
179,"Serbia","20.500000","44.833333333333336",544
223,"France","2.333333","48.86666666666667",543
230,"Ireland","-6.233333","53.31666666666667",547
231,"United Kingdom","-0.083333","51.5",547
22,"Libya","13.166667","32.88333333333333",547
23,"Tunisia","10.183333","36.8",547
24,"Egypt","31.250000","30.05",547
25,"Algeria","3.050000","36.75",547
26,"Morocco","-6.816667","34.016666666666666",547
209,"Portugal","-9.133333","38.71666666666667",547
210,"Spain","-3.683333","40.4",547
167,"Israel","35.233333","31.766666666666666",547
168,"Syria","36.300000","33.5",547
221,"Austria","16.366667","48.2",547
222,"Belgium","4.333333","50.833333333333336",547
223,"France","2.333333","48.86666666666667",547
224,"Germany","13.400000","52.516666666666666",547
202,"Greece","23.733333","37.983333333333334",547
193,"Croatia","16.000000","45.8",547
204,"Italy","12.483333","41.9",547
230,"Ireland","-6.233333","53.31666666666667",550
204,"Italy","12.483333","41.9",554
151,"Turkey","32.866667","39.93333333333333",557
204,"Italy","12.483333","41.9",561
204,"Italy","12.483333","41.9",562
169,"Iran","51.416667","35.7",561
169,"Iran","51.416667","35.7",562
168,"Syria","36.300000","33.5",561
168,"Syria","36.300000","33.5",562
161,"Kuwait","47.966667","29.366666666666667",561
161,"Kuwait","47.966667","29.366666666666667",562
151,"Turkey","32.866667","39.93333333333333",561
151,"Turkey","32.866667","39.93333333333333",562
204,"Italy","12.483333","41.9",565
204,"Italy","12.483333","41.9",566
204,"Italy","12.483333","41.9",567
204,"Italy","12.483333","41.9",568
204,"Italy","12.483333","41.9",569
204,"Italy","12.483333","41.9",570
204,"Italy","12.483333","41.9",571
223,"France","2.333333","48.86666666666667",569
223,"France","2.333333","48.86666666666667",570
223,"France","2.333333","48.86666666666667",571
222,"Belgium","4.333333","50.833333333333336",569
222,"Belgium","4.333333","50.833333333333336",570
222,"Belgium","4.333333","50.833333333333336",571
224,"Germany","13.400000","52.516666666666666",569
224,"Germany","13.400000","52.516666666666666",570
224,"Germany","13.400000","52.516666666666666",571
24,"Egypt","31.250000","30.05",573
24,"Egypt","31.250000","30.05",574
230,"Ireland","-6.233333","53.31666666666667",574
231,"United Kingdom","-0.083333","51.5",574
222,"Belgium","4.333333","50.833333333333336",580
223,"France","2.333333","48.86666666666667",580
224,"Germany","13.400000","52.516666666666666",580
204,"Italy","12.483333","41.9",580
222,"Belgium","4.333333","50.833333333333336",582
223,"France","2.333333","48.86666666666667",582
224,"Germany","13.400000","52.516666666666666",582
204,"Italy","12.483333","41.9",582
222,"Belgium","4.333333","50.833333333333336",584
223,"France","2.333333","48.86666666666667",584
224,"Germany","13.400000","52.516666666666666",584
204,"Italy","12.483333","41.9",584
151,"Turkey","32.866667","39.93333333333333",586
210,"Spain","-3.683333","40.4",588
222,"Belgium","4.333333","50.833333333333336",588
223,"France","2.333333","48.86666666666667",588
224,"Germany","13.400000","52.516666666666666",588
204,"Italy","12.483333","41.9",588
223,"France","2.333333","48.86666666666667",589
204,"Italy","12.483333","41.9",589
204,"Italy","12.483333","41.9",590
204,"Italy","12.483333","41.9",591
223,"France","2.333333","48.86666666666667",590
223,"France","2.333333","48.86666666666667",591
168,"Syria","36.300000","33.5",592
166,"Palestine","35.233333","31.766666666666666",592
202,"Greece","23.733333","37.983333333333334",597
151,"Turkey","32.866667","39.93333333333333",598
178,"Bulgaria","23.316667","42.68333333333333",598
204,"Italy","12.483333","41.9",599
204,"Italy","12.483333","41.9",600
151,"Turkey","32.866667","39.93333333333333",599
151,"Turkey","32.866667","39.93333333333333",600
168,"Syria","36.300000","33.5",599
168,"Syria","36.300000","33.5",600
22,"Libya","13.166667","32.88333333333333",599
23,"Tunisia","10.183333","36.8",599
24,"Egypt","31.250000","30.05",599
25,"Algeria","3.050000","36.75",599
26,"Morocco","-6.816667","34.016666666666666",599
27,"Sudan","32.533333","15.6",599
22,"Libya","13.166667","32.88333333333333",600
23,"Tunisia","10.183333","36.8",600
24,"Egypt","31.250000","30.05",600
25,"Algeria","3.050000","36.75",600
26,"Morocco","-6.816667","34.016666666666666",600
27,"Sudan","32.533333","15.6",600
124,"China","116.383333","39.916666666666664",610
166,"Palestine","35.233333","31.766666666666666",639
168,"Syria","36.300000","33.5",639
231,"United Kingdom","-0.083333","51.5",664
231,"United Kingdom","-0.083333","51.5",664
204,"Italy","12.483333","41.9",680
167,"Israel","35.233333","31.766666666666666",746
170,"Lebanon","35.500000","33.86666666666667",746
204,"Italy","12.483333","41.9",746
202,"Greece","23.733333","37.983333333333334",746
22,"Libya","13.166667","32.88333333333333",746
23,"Tunisia","10.183333","36.8",746
24,"Egypt","31.250000","30.05",746
25,"Algeria","3.050000","36.75",746
26,"Morocco","-6.816667","34.016666666666666",746
27,"Sudan","32.533333","15.6",746
168,"Syria","36.300000","33.5",746
124,"China","116.383333","39.916666666666664",762
